record_id,equipment_id,equipment_type,location,visit_date,technician_id,defect_description,true_defect_label,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence,quality_score
WO-00557,EQ-0032,Electric Motor,Plant A - Line 2,2022-07-29,TECH-004,"Capacitor bank showing reduced capacitance, power factor 0.73 below target. Additionally, unbalance detected on rotating assembly, vibration 17.3 mm/s 1x component",electrical_fault,High,,14.4,3.5,Mechanical seal kit,0.72,0.4,0.56,0.85,0.61
WO-00558,EQ-0016,Air Compressor,Warehouse C,2022-06-22,TECH-013,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,Low,,5.5,1.2,Oil filter + 5L oil,0.66,0.98,0.55,0.57,0.71
WO-00559,EQ-0004,Electric Motor,Warehouse C,2023-10-17,TECH-006,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,126.0,14.4,12.7,Mechanical seal kit,0.74,0.56,0.97,0.65,0.725
WO-00560,EQ-0037,Gearbox,Warehouse C,2023-02-23,TECH-001,Belt tension incorrect causing vibration and premature wear,vibration,Medium,59.0,9.4,6.3,Impeller,0.85,0.75,0.86,0.66,0.784
WO-00561,EQ-0044,Electric Motor,Plant B - Line 1,2023-04-04,TECH-005,"Oil level low in gearbox sight glass, top-up of 2.2L required. Additionally, coating failure on tank exterior, rust streaks visible below insulation",lubrication,Low,,11.1,6.7,Mechanical seal kit,0.67,0.86,0.59,0.99,0.771
WO-00562,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-10,TECH-002,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,Medium,,1.1,0.5,Contactor 3RT2,0.76,0.73,0.99,0.76,0.809
WO-00563,EQ-0045,Heat Exchanger,Utilities Block,2022-02-06,TECH-006,"Dynamic seal failure suspected, pressure drop of 37% noted in system",seal_leak,Medium,,7.3,3.9,Contactor 3RT2,0.93,0.64,0.7,0.52,0.703
WO-00564,EQ-0050,Electric Motor,Plant A - Line 2,2023-05-25,TECH-011,"Lubricant contamination detected, water content 9% above limit",lubrication,Low,,2.9,3.6,Capacitor 40µF,0.7,0.7,0.87,0.87,0.777
WO-00565,EQ-0035,Electric Motor,Warehouse C,2023-12-04,TECH-009,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,10.0,1.0,0.2,Capacitor 40µF,0.42,0.85,0.93,0.56,0.704
WO-00566,EQ-0012,Conveyor Belt,Warehouse C,2022-08-16,TECH-019,"Grease nipple blocked, bearing running dry for estimated 25 days",lubrication,Low,,3.5,5.0,Mechanical seal kit,0.54,0.5,0.54,0.81,0.582
WO-00567,EQ-0021,Gearbox,Plant B - Line 3,2023-12-04,TECH-004,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,58.0,13.8,19.4,Capacitor 40µF,0.8,0.62,0.51,0.79,0.672
WO-00568,EQ-0034,Air Compressor,Plant B - Line 1,2023-08-14,TECH-006,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,Medium,29.0,14.7,13.2,Bearing 6205-2RS,0.44,0.9,0.67,0.54,0.656
WO-00569,EQ-0003,Cooling Tower,Plant A - Line 1,2023-05-03,TECH-014,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,Medium,,15.2,2.2,Impeller,0.9,0.43,0.98,0.56,0.711
WO-00570,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-09-12,TECH-009,"Earth leakage current 33.7mA detected, isolation check required",electrical_fault,High,,2.5,1.8,Coupling insert,0.39,0.91,0.76,0.91,0.742
WO-00571,EQ-0023,Cooling Tower,Warehouse C,2022-06-21,TECH-009,"Cooling fan obstructed by debris, motor surface temperature 86°C",overheating,High,87.0,8.4,12.4,Capacitor 40µF,0.74,0.84,0.71,0.62,0.738
WO-00572,EQ-0021,Gearbox,Plant B - Line 3,2023-01-17,TECH-003,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,,9.6,12.6,Contactor 3RT2,0.39,0.93,0.94,0.9,0.792
WO-00573,EQ-0021,Gearbox,Plant B - Line 3,2023-01-28,TECH-016,"Oil level low in gearbox sight glass, top-up of 4.3L required",lubrication,Low,159.0,15.9,11.7,Contactor 3RT2,0.6,0.94,0.89,0.83,0.82
WO-00574,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-04-19,TECH-007,"Unbalance detected on rotating assembly, vibration 7.9 mm/s 1X component",vibration,Medium,,3.5,0.3,O-ring set,0.92,0.79,0.81,0.77,0.824
WO-00575,EQ-0004,Electric Motor,Warehouse C,2022-11-30,TECH-015,"Motor winding temperature reached 70°C, thermal protection triggered. Additionally, unbalance detected on rotating assembly, vibration 7.6 mm/s 1x component",overheating,High,24.0,8.4,9.8,None - monitoring,0.93,0.73,0.86,0.64,0.794
WO-00576,EQ-0036,Gearbox,Plant A - Line 1,2022-11-07,TECH-011,"Oil viscosity out of specification, degraded due to thermal cycling. Additionally, oil level low in gearbox sight glass, top-up of 0.8l required",lubrication,Low,141.0,2.7,3.6,Coupling insert,0.79,0.55,0.79,0.94,0.748
WO-00577,EQ-0014,Cooling Tower,Plant B - Line 1,2023-05-26,TECH-015,"Dynamic seal failure suspected, pressure drop of 36% noted in system",seal_leak,Medium,,11.7,3.2,Impeller,0.3,0.74,0.72,0.5,0.577
WO-00578,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-04-11,TECH-002,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,Medium,94.0,6.7,7.9,Capacitor 40µF,0.43,0.42,0.52,0.86,0.536
WO-00579,EQ-0032,Electric Motor,Plant A - Line 2,2023-07-02,TECH-002,Belt tension incorrect causing vibration and premature wear,vibration,Medium,16.0,12.9,17.9,Contactor 3RT2,0.31,0.99,0.62,0.63,0.656
WO-00580,EQ-0006,Gearbox,Warehouse C,2023-08-14,TECH-016,"Coating failure on tank exterior, rust streaks visible below insulation. Additionally, chemical attack on pump impeller, material loss estimated 35%",corrosion,Low,121.0,1.8,1.9,Mechanical seal kit,0.73,0.47,0.7,0.78,0.655
WO-00581,EQ-0047,Air Compressor,Utilities Block,2022-05-13,TECH-002,"Bearing temperature elevated to 75°C during operation, vibration increasing",bearing_wear,Medium,,1.1,1.0,Impeller,0.4,0.61,0.87,0.72,0.645
WO-00582,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-11-05,TECH-010,"Lubricant contamination detected, water content 17% above limit",lubrication,Low,,2.1,2.4,O-ring set,0.37,0.57,0.89,0.81,0.648
WO-00583,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-01-25,TECH-001,"Misalignment between motor and gearbox shaft, 12.6 mm/s 2X vibration",vibration,Medium,,1.5,1.7,Contactor 3RT2,0.8,0.74,0.67,0.87,0.764
WO-00584,EQ-0038,Cooling Tower,Plant A - Line 2,2022-08-06,TECH-005,"Excessive vibration on pump casing, amplitude 17.5 mm/s at 1000 RPM",vibration,Medium,,4.5,0.5,Bearing 6205-2RS,0.4,0.69,0.53,0.47,0.534
WO-00585,EQ-0040,Gearbox,Plant A - Line 1,2022-03-02,TECH-016,"Bearing temperature elevated to 100°C during operation, vibration increasing. Additionally, oil analysis shows high iron content 196 ppm, internal wear indicated",bearing_wear,Medium,158.0,6.1,8.3,Impeller,0.56,0.94,0.65,0.44,0.672
WO-00586,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-05-02,TECH-001,"Impeller damage suspected, broadband vibration increase 8.8 mm/s",vibration,Medium,,8.5,0.5,None - monitoring,0.69,0.46,0.7,0.86,0.658
WO-00587,EQ-0006,Gearbox,Warehouse C,2022-07-20,TECH-015,"Structural resonance observed at 1500 RPM, bolts found loose on baseplate",vibration,Medium,105.0,7.5,2.8,Contactor 3RT2,0.53,0.98,0.91,0.57,0.768
WO-00588,EQ-0034,Air Compressor,Plant B - Line 1,2023-03-16,TECH-001,"Grease nipple blocked, bearing running dry for estimated 10 days",lubrication,Low,128.0,1.0,0.2,Coupling insert,0.44,0.8,0.94,0.52,0.689
WO-00589,EQ-0026,Cooling Tower,Warehouse C,2022-02-08,TECH-018,"Grease discolouration and hardening noted around bearing cap. Additionally, overheating on drive-end bearing, infrared scan shows hot spot at 91°c",bearing_wear,Medium,168.0,4.6,1.6,Mechanical seal kit,0.87,0.74,0.85,0.82,0.816
WO-00590,EQ-0045,Heat Exchanger,Utilities Block,2023-02-09,TECH-008,"Mechanical seal leaking at shaft interface, fluid loss approx 86 ml/hr",seal_leak,Medium,,8.7,6.4,Mechanical seal kit,0.44,0.75,0.84,0.89,0.723
WO-00591,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-09-28,TECH-005,"Belt tension incorrect causing vibration and premature wear. Additionally, overheating on drive-end bearing, infrared scan shows hot spot at 76°c",vibration,Medium,111.0,13.6,19.5,Bearing 6205-2RS,0.45,0.43,0.73,0.94,0.612
WO-00592,EQ-0011,Cooling Tower,Plant A - Line 1,2023-06-10,TECH-004,"Bearing play exceeding tolerance, axial movement of 2.12mm observed",bearing_wear,Medium,150.0,7.5,1.6,Mechanical seal kit,0.98,0.98,0.87,0.72,0.9
WO-00593,EQ-0041,Conveyor Belt,Plant A - Line 1,2022-08-27,TECH-001,"Misalignment between motor and gearbox shaft, 15.0 mm/s 2X vibration",vibration,Medium,113.0,15.6,8.7,Capacitor 40µF,0.42,0.89,0.63,0.43,0.615
WO-00594,EQ-0031,Heat Exchanger,Warehouse C,2023-08-28,TECH-017,"Hydraulic fluid leak at cylinder rod seal, 102 ml/hr estimated loss",seal_leak,Medium,43.0,9.8,6.2,O-ring set,0.62,0.85,0.79,1.0,0.808
WO-00595,EQ-0031,Heat Exchanger,Warehouse C,2023-11-22,TECH-011,"Insulation resistance measured at 28 MΩ, below 100 MΩ minimum",electrical_fault,High,,11.2,9.4,None - monitoring,0.55,0.87,0.73,0.88,0.757
WO-00596,EQ-0043,Air Compressor,Plant A - Line 1,2022-11-16,TECH-004,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,High,114.0,0.7,0.6,None - monitoring,0.4,0.99,0.68,0.86,0.739
WO-00597,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-05-07,TECH-014,"Compressor discharge temperature 99°C, intercooler bypass suspected",overheating,High,135.0,7.4,6.4,Bearing 6205-2RS,0.74,0.44,0.65,0.53,0.586
WO-00598,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-09-12,TECH-013,"Impeller damage suspected, broadband vibration increase 12.6 mm/s",vibration,Medium,66.0,5.5,4.2,Coupling insert,0.85,0.82,0.96,0.62,0.822
WO-00599,EQ-0018,Electric Motor,Utilities Block,2023-05-11,TECH-017,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,Low,,14.9,1.5,O-ring set,0.79,0.76,0.79,0.73,0.769
WO-00600,EQ-0003,Cooling Tower,Plant A - Line 1,2023-02-08,TECH-020,Belt tension incorrect causing vibration and premature wear,vibration,Medium,,15.2,12.4,Capacitor 40µF,0.73,0.95,0.85,0.75,0.83
WO-00601,EQ-0045,Heat Exchanger,Utilities Block,2022-03-05,TECH-013,"Structural resonance observed at 1450 RPM, bolts found loose on baseplate. Additionally, earth leakage current 8.3ma detected, isolation check required",vibration,Medium,153.0,8.8,10.2,Contactor 3RT2,0.59,0.55,0.99,0.79,0.718
WO-00602,EQ-0007,Heat Exchanger,Utilities Block,2022-02-18,TECH-009,"Misalignment between motor and gearbox shaft, 2.9 mm/s 2X vibration",vibration,Medium,97.0,16.0,16.4,Capacitor 40µF,0.73,0.66,0.71,0.6,0.678
WO-00603,EQ-0028,Air Compressor,Utilities Block,2022-07-16,TECH-005,"Mechanical seal leaking at shaft interface, fluid loss approx 98 ml/hr",seal_leak,Medium,,13.0,0.6,Contactor 3RT2,0.9,0.62,0.9,0.93,0.822
WO-00604,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-02,TECH-015,"Lubricant contamination detected, water content 30% above limit",lubrication,Low,76.0,3.3,3.8,None - monitoring,0.98,0.69,0.83,0.59,0.778
WO-00605,EQ-0009,Cooling Tower,Plant A - Line 1,2022-01-07,TECH-016,"Chemical attack on pump impeller, material loss estimated 11%",corrosion,Low,,15.7,0.4,Capacitor 40µF,0.99,0.69,0.75,0.74,0.79
WO-00606,EQ-0013,Electric Motor,Plant B - Line 1,2023-07-22,TECH-017,"Lubricant contamination detected, water content 22% above limit. Additionally, surface corrosion on pipe flanges, pitting depth approx 0.23mm",lubrication,Low,163.0,3.1,4.6,O-ring set,0.52,0.47,0.78,0.85,0.636
WO-00607,EQ-0033,Centrifugal Pump,Warehouse C,2022-03-20,TECH-015,"Dynamic seal failure suspected, pressure drop of 7% noted in system",seal_leak,Medium,50.0,2.9,3.1,Oil filter + 5L oil,0.84,0.77,0.87,0.99,0.856
WO-00608,EQ-0044,Electric Motor,Plant B - Line 1,2022-02-12,TECH-008,"Oil viscosity out of specification, degraded due to thermal cycling. Additionally, wrong lubricant grade used during last service, compatibility issue",lubrication,Low,163.0,3.5,2.0,Coupling insert,0.8,0.7,0.57,0.77,0.706
WO-00609,EQ-0015,Conveyor Belt,Plant B - Line 1,2023-09-27,TECH-011,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, misalignment between motor and gearbox shaft, 6.1 mm/s 2x vibration",seal_leak,Medium,142.0,2.2,2.1,Contactor 3RT2,0.75,0.47,0.77,0.98,0.717
WO-00610,EQ-0033,Centrifugal Pump,Warehouse C,2022-11-19,TECH-009,"Capacitor bank showing reduced capacitance, power factor 0.64 below target",electrical_fault,High,180.0,2.6,1.9,Impeller,0.78,0.55,0.62,0.89,0.693
WO-00611,EQ-0047,Air Compressor,Utilities Block,2022-06-04,TECH-016,"Wrong lubricant grade used during last service, compatibility issue",lubrication,Low,,15.8,15.6,Bearing 6205-2RS,0.57,0.89,0.97,0.74,0.8
WO-00612,EQ-0012,Conveyor Belt,Warehouse C,2023-01-31,TECH-017,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,98.0,2.3,3.1,Capacitor 40µF,0.94,0.81,0.86,0.47,0.787
WO-00613,EQ-0036,Gearbox,Plant A - Line 1,2022-02-05,TECH-006,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient. Additionally, misalignment between motor and gearbox shaft, 14.3 mm/s 2x vibration",bearing_wear,Medium,5.0,7.6,8.6,Bearing 6205-2RS,0.56,0.89,0.97,0.97,0.843
WO-00614,EQ-0038,Cooling Tower,Plant A - Line 2,2023-06-20,TECH-007,"Gearbox oil temperature 69°C, possible cooler blockage. Additionally, bearing vibration amplitude 17.1 mm/s rms, trending upward over last 21 days",overheating,High,,6.2,5.2,None - monitoring,0.59,0.52,0.78,0.63,0.624
WO-00615,EQ-0047,Air Compressor,Utilities Block,2023-11-08,TECH-001,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,12.6,1.4,Coupling insert,0.86,0.66,0.68,0.91,0.765
WO-00616,EQ-0037,Gearbox,Warehouse C,2023-01-25,TECH-019,"Overheating on drive-end bearing, infrared scan shows hot spot at 66°C",overheating,High,21.0,9.1,0.1,Coupling insert,0.95,0.96,0.89,0.62,0.872
WO-00617,EQ-0033,Centrifugal Pump,Warehouse C,2023-07-19,TECH-005,"Mechanical seal leaking at shaft interface, fluid loss approx 176 ml/hr",seal_leak,Medium,24.0,9.9,8.8,None - monitoring,0.49,0.5,0.8,0.69,0.61
WO-00618,EQ-0033,Centrifugal Pump,Warehouse C,2022-11-23,TECH-005,"Structural resonance observed at 1450 RPM, bolts found loose on baseplate",vibration,Medium,130.0,2.5,3.2,O-ring set,0.89,0.62,0.92,0.83,0.804
WO-00619,EQ-0002,Heat Exchanger,Utilities Block,2023-09-18,TECH-017,"Oil level low in gearbox sight glass, top-up of 2.8L required",lubrication,Low,72.0,0.6,0.1,Capacitor 40µF,0.43,0.81,0.86,0.54,0.674
WO-00620,EQ-0009,Cooling Tower,Plant A - Line 1,2022-01-02,TECH-004,"Oil level low in gearbox sight glass, top-up of 0.9L required",lubrication,Low,,13.6,18.1,Mechanical seal kit,0.52,0.66,0.87,0.43,0.632
WO-00621,EQ-0024,Heat Exchanger,Warehouse C,2022-09-20,TECH-017,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,,13.4,13.1,Oil filter + 5L oil,0.69,0.6,0.65,0.89,0.693
WO-00622,EQ-0010,Hydraulic Press,Plant A - Line 1,2022-06-07,TECH-006,"Chemical attack on pump impeller, material loss estimated 27%. Additionally, capacitor bank showing reduced capacitance, power factor 0.79 below target",corrosion,Low,144.0,10.8,6.5,Mechanical seal kit,0.63,0.58,0.99,0.87,0.753
WO-00623,EQ-0047,Air Compressor,Utilities Block,2023-08-26,TECH-017,"Heat exchanger fouling reducing efficiency, outlet temp 98°C above setpoint",overheating,High,65.0,14.3,20.0,Contactor 3RT2,0.68,0.98,0.66,0.54,0.737
WO-00624,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-01-08,TECH-001,"Oil analysis shows high iron content 279 ppm, internal wear indicated",lubrication,Low,,3.0,2.5,Bearing 6205-2RS,0.68,0.6,0.88,0.46,0.662
WO-00625,EQ-0032,Electric Motor,Plant A - Line 2,2022-10-02,TECH-001,"Misalignment between motor and gearbox shaft, 17.8 mm/s 2X vibration. Additionally, gearbox oil temperature 83°c, possible cooler blockage",vibration,Medium,,1.8,0.5,Mechanical seal kit,0.77,0.51,0.95,0.87,0.757
WO-00626,EQ-0037,Gearbox,Warehouse C,2023-03-27,TECH-010,"Motor winding temperature reached 65°C, thermal protection triggered",overheating,High,,10.1,0.5,Bearing 6205-2RS,0.97,0.7,0.88,0.82,0.836
WO-00627,EQ-0009,Cooling Tower,Plant A - Line 1,2022-08-10,TECH-019,"Compressor discharge temperature 68°C, intercooler bypass suspected",overheating,High,,12.5,0.2,Mechanical seal kit,0.3,0.61,0.97,0.93,0.686
WO-00628,EQ-0028,Air Compressor,Utilities Block,2023-01-03,TECH-011,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,63.0,14.6,15.0,O-ring set,0.33,0.63,0.52,0.64,0.53
WO-00629,EQ-0032,Electric Motor,Plant A - Line 2,2023-12-13,TECH-007,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,11.6,16.6,Oil filter + 5L oil,0.51,0.82,0.99,0.92,0.805
WO-00630,EQ-0002,Heat Exchanger,Utilities Block,2022-09-19,TECH-018,"Bearing play exceeding tolerance, axial movement of 1.0mm observed",bearing_wear,Medium,101.0,3.3,0.5,Oil filter + 5L oil,0.43,0.44,0.59,0.97,0.581
WO-00631,EQ-0045,Heat Exchanger,Utilities Block,2023-11-26,TECH-019,"Internal corrosion found on heat exchanger tubes during inspection. Additionally, wrong lubricant grade used during last service, compatibility issue",corrosion,Low,117.0,5.7,7.5,Capacitor 40µF,0.85,0.73,0.66,0.74,0.744
WO-00632,EQ-0012,Conveyor Belt,Warehouse C,2022-07-13,TECH-006,"Metal particles found in oil sample, bearing degradation confirmed. Additionally, heat exchanger fouling reducing efficiency, outlet temp 98°c above setpoint",bearing_wear,Medium,44.0,2.0,2.4,Mechanical seal kit,0.55,0.95,0.89,0.71,0.787
WO-00633,EQ-0032,Electric Motor,Plant A - Line 2,2023-04-20,TECH-004,"Earth leakage current 32.9mA detected, isolation check required",electrical_fault,High,,7.8,8.2,None - monitoring,0.69,0.43,0.53,1.0,0.634
WO-00634,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-11-15,TECH-005,"Grease nipple blocked, bearing running dry for estimated 16 days",lubrication,Low,,10.7,16.0,O-ring set,0.81,0.69,0.5,0.51,0.636
WO-00635,EQ-0014,Cooling Tower,Plant B - Line 1,2023-06-22,TECH-012,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,1.5,2.2,Contactor 3RT2,0.79,0.8,0.87,0.84,0.823
WO-00636,EQ-0009,Cooling Tower,Plant A - Line 1,2022-02-12,TECH-014,"Bearing temperature elevated to 68°C during operation, vibration increasing",bearing_wear,Medium,,12.3,9.3,Coupling insert,0.92,0.64,0.7,0.4,0.677
WO-00637,EQ-0004,Electric Motor,Warehouse C,2023-09-05,TECH-003,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,175.0,14.2,14.6,Impeller,0.51,0.92,0.52,0.97,0.728
WO-00638,EQ-0038,Cooling Tower,Plant A - Line 2,2022-05-02,TECH-018,"VFD fault code F20 logged, overcurrent on deceleration",electrical_fault,High,4.0,8.3,4.6,Coupling insert,0.98,0.65,0.98,0.64,0.813
WO-00639,EQ-0049,Cooling Tower,Utilities Block,2022-05-13,TECH-004,"Oil level low in gearbox sight glass, top-up of 1.9L required. Additionally, structural resonance observed at 3000 rpm, bolts found loose on baseplate",lubrication,Low,,6.5,4.2,Mechanical seal kit,0.51,0.49,0.61,0.65,0.557
WO-00640,EQ-0009,Cooling Tower,Plant A - Line 1,2023-12-05,TECH-005,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,Low,,12.0,16.7,Contactor 3RT2,0.81,0.94,0.86,0.79,0.858
WO-00641,EQ-0037,Gearbox,Warehouse C,2022-07-27,TECH-003,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,High,,1.0,1.0,Mechanical seal kit,0.79,0.62,0.83,0.7,0.731
WO-00642,EQ-0002,Heat Exchanger,Utilities Block,2023-10-13,TECH-012,Electrical cabinet temperature 82°C due to failed ventilation fan,overheating,High,52.0,6.1,2.2,Impeller,0.99,0.56,0.69,0.84,0.756
WO-00643,EQ-0050,Electric Motor,Plant A - Line 2,2022-11-10,TECH-005,"Impeller damage suspected, broadband vibration increase 16.5 mm/s",vibration,Medium,88.0,3.4,2.0,Coupling insert,0.85,0.62,0.69,0.58,0.687
WO-00644,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-02-23,TECH-019,Grease discolouration and hardening noted around bearing cap,bearing_wear,Medium,,15.3,14.9,Contactor 3RT2,0.47,0.94,0.97,0.89,0.82
WO-00645,EQ-0020,Electric Motor,Warehouse C,2023-05-23,TECH-005,"Rust deposits blocking strainer, pressure differential 5 PSI across filter",corrosion,Low,,13.2,18.2,Mechanical seal kit,0.36,0.84,0.72,0.95,0.712
WO-00646,EQ-0036,Gearbox,Plant A - Line 1,2023-08-15,TECH-015,"Oil seepage observed around pump casing seal, minor pooling on floor. Additionally, hydraulic fluid leak at cylinder rod seal, 182 ml/hr estimated loss",seal_leak,Medium,175.0,5.5,1.6,Bearing 6205-2RS,0.38,0.95,0.82,0.43,0.671
WO-00647,EQ-0049,Cooling Tower,Utilities Block,2023-11-30,TECH-015,"Misalignment between motor and gearbox shaft, 9.0 mm/s 2X vibration",vibration,Medium,33.0,1.5,0.4,Contactor 3RT2,0.38,0.42,0.65,0.98,0.58
WO-00648,EQ-0045,Heat Exchanger,Utilities Block,2023-06-15,TECH-020,"Coating failure on tank exterior, rust streaks visible below insulation",corrosion,Low,,3.2,3.5,O-ring set,0.7,0.78,0.74,0.55,0.704
WO-00649,EQ-0009,Cooling Tower,Plant A - Line 1,2023-09-15,TECH-008,"VFD fault code F57 logged, overcurrent on deceleration",electrical_fault,High,74.0,6.1,4.3,Coupling insert,0.46,0.54,0.71,0.7,0.594
WO-00650,EQ-0003,Cooling Tower,Plant A - Line 1,2023-05-20,TECH-009,"Motor winding temperature reached 68°C, thermal protection triggered. Additionally, unusual noise detected in bearing housing, suspected wear on inner race",overheating,High,,13.5,8.8,Capacitor 40µF,0.9,0.87,0.74,0.59,0.789
WO-00651,EQ-0049,Cooling Tower,Utilities Block,2023-08-03,TECH-006,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,Medium,171.0,15.9,15.1,O-ring set,0.81,0.61,0.53,0.51,0.62
WO-00652,EQ-0040,Gearbox,Plant A - Line 1,2022-04-18,TECH-008,"Oil analysis shows high iron content 253 ppm, internal wear indicated",lubrication,Low,,0.6,0.6,Capacitor 40µF,0.96,0.86,0.83,0.59,0.824
WO-00653,EQ-0001,Air Compressor,Plant A - Line 1,2023-08-03,TECH-009,"Oil level low in gearbox sight glass, top-up of 2.1L required. Additionally, rust deposits blocking strainer, pressure differential 28 psi across filter",lubrication,Low,,10.9,5.4,Bearing 6205-2RS,0.7,0.8,0.79,0.63,0.738
WO-00654,EQ-0014,Cooling Tower,Plant B - Line 1,2023-05-24,TECH-007,"Structural resonance observed at 1000 RPM, bolts found loose on baseplate",vibration,Medium,170.0,1.9,0.9,Contactor 3RT2,0.83,0.66,0.97,0.64,0.776
WO-00655,EQ-0035,Electric Motor,Warehouse C,2023-10-09,TECH-010,"Structural resonance observed at 1000 RPM, bolts found loose on baseplate. Additionally, belt tension incorrect causing vibration and premature wear",vibration,Medium,,14.5,15.2,Contactor 3RT2,0.38,0.46,0.88,0.6,0.573
WO-00656,EQ-0013,Electric Motor,Plant B - Line 1,2023-01-23,TECH-010,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,73.0,9.2,6.3,Impeller,0.3,0.43,0.57,0.98,0.542
WO-00657,EQ-0030,Gearbox,Plant A - Line 1,2023-12-09,TECH-001,"Heat exchanger fouling reducing efficiency, outlet temp 99°C above setpoint",overheating,High,,4.5,2.2,None - monitoring,0.47,0.59,0.61,0.52,0.551
WO-00658,EQ-0038,Cooling Tower,Plant A - Line 2,2023-12-13,TECH-012,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,High,120.0,11.6,3.1,Mechanical seal kit,0.41,0.5,0.71,0.52,0.534
WO-00659,EQ-0020,Electric Motor,Warehouse C,2022-12-05,TECH-010,"Mechanical seal leaking at shaft interface, fluid loss approx 163 ml/hr",seal_leak,Medium,,14.1,19.9,Contactor 3RT2,0.52,0.55,0.54,0.94,0.618
WO-00660,EQ-0040,Gearbox,Plant A - Line 1,2023-11-05,TECH-019,"Metal particles found in oil sample, bearing degradation confirmed",bearing_wear,Medium,,3.2,1.1,Coupling insert,0.65,0.48,0.86,0.83,0.688
WO-00661,EQ-0014,Cooling Tower,Plant B - Line 1,2022-04-28,TECH-010,"Oil viscosity out of specification, degraded due to thermal cycling",lubrication,Low,,12.3,8.8,Capacitor 40µF,0.54,0.57,0.85,0.65,0.648
WO-00662,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-02-25,TECH-012,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,Medium,,2.7,3.0,Mechanical seal kit,0.4,0.47,0.87,0.68,0.594
WO-00663,EQ-0026,Cooling Tower,Warehouse C,2022-10-31,TECH-005,"Wrong lubricant grade used during last service, compatibility issue. Additionally, rust deposits blocking strainer, pressure differential 16 psi across filter",lubrication,Low,,3.5,2.1,Bearing 6205-2RS,0.9,0.52,0.73,0.51,0.666
WO-00664,EQ-0027,Gearbox,Warehouse C,2023-08-20,TECH-003,"Mechanical seal leaking at shaft interface, fluid loss approx 111 ml/hr",seal_leak,Medium,,2.9,3.5,Impeller,0.61,0.57,0.73,0.51,0.608
WO-00665,EQ-0003,Cooling Tower,Plant A - Line 1,2022-06-13,TECH-008,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,Medium,35.0,8.6,2.0,Bearing 6205-2RS,0.4,0.48,0.7,0.99,0.617
WO-00666,EQ-0014,Cooling Tower,Plant B - Line 1,2023-03-25,TECH-020,"Mechanical seal leaking at shaft interface, fluid loss approx 124 ml/hr",seal_leak,Medium,,2.7,1.9,Coupling insert,0.83,0.59,0.95,0.43,0.708
WO-00667,EQ-0018,Electric Motor,Utilities Block,2023-04-15,TECH-001,"Unbalance detected on rotating assembly, vibration 16.5 mm/s 1X component",vibration,Medium,149.0,13.0,15.5,Mechanical seal kit,0.62,0.5,0.58,0.88,0.626
