record_id,equipment_id,equipment_type,location,visit_date,defect_description,true_defect_label,cluster,defect_cluster_name,severity,days_to_failure,repair_duration_hrs,downtime_hrs,parts_replaced,quality_score,data_quality_frequency,data_quality_freshness,data_quality_completeness,data_quality_pertinence
WO-00308,EQ-0033,Centrifugal Pump,Warehouse C,2022-06-19,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,22.0,12.0,10.0,Bearing 6205-2RS,0.793,0.97,0.65,0.75,0.84
WO-00309,EQ-0031,Heat Exchanger,Warehouse C,2023-06-25,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,,1.2,0.8,Capacitor 40µF,0.648,0.93,0.5,0.68,0.48
WO-00310,EQ-0023,Cooling Tower,Warehouse C,2023-08-06,"Grease nipple blocked, bearing running dry for estimated 10 days",lubrication,2,Mechanical Seal Leak,Low,79.0,14.9,21.4,Bearing 6205-2RS,0.835,0.95,0.94,0.92,0.43
WO-00311,EQ-0001,Air Compressor,Plant A - Line 1,2022-01-08,"Misalignment between motor and gearbox shaft, 2.1 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,169.0,4.4,3.1,Oil filter + 5L oil,0.726,0.56,0.94,0.77,0.56
WO-00312,EQ-0029,Conveyor Belt,Plant A - Line 1,2022-04-21,"Motor winding resistance out of tolerance, possible turn-to-turn short. Additionally, seal face wear visible during inspection, scoring on stationary ring",electrical_fault,7,Cluster 7,High,,2.5,1.3,Contactor 3RT2,0.684,0.34,0.9,0.71,0.76
WO-00313,EQ-0001,Air Compressor,Plant A - Line 1,2023-05-01,"Heat exchanger fouling reducing efficiency, outlet temp 83°C above setpoint",overheating,8,Cluster 8,High,,13.1,13.8,O-ring set,0.681,0.43,0.91,0.81,0.49
WO-00314,EQ-0008,Heat Exchanger,Plant A - Line 2,2022-03-04,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,165.0,1.3,0.2,Oil filter + 5L oil,0.832,0.96,0.83,0.62,0.94
WO-00315,EQ-0012,Conveyor Belt,Warehouse C,2022-05-14,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, capacitor bank showing reduced capacitance, power factor 0.67 below target",bearing_wear,5,Electrical Fault,Medium,,9.8,0.6,Contactor 3RT2,0.767,0.79,0.96,0.54,0.73
WO-00316,EQ-0022,Heat Exchanger,Plant A - Line 2,2022-05-01,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,,1.5,0.9,Bearing 6205-2RS,0.632,0.42,0.56,0.98,0.57
WO-00317,EQ-0037,Gearbox,Warehouse C,2022-08-18,"Bearing vibration amplitude 8.4 mm/s RMS, trending upward over last 37 days. Additionally, lip seal deteriorated, grease escaping from gearbox output shaft",bearing_wear,2,Mechanical Seal Leak,Medium,61.0,5.0,4.8,O-ring set,0.698,0.49,0.87,0.82,0.55
WO-00318,EQ-0014,Cooling Tower,Plant B - Line 1,2022-01-11,"Excessive vibration on pump casing, amplitude 11.7 mm/s at 3000 RPM",vibration,9,Cluster 9,Medium,,3.9,5.6,Oil filter + 5L oil,0.882,0.98,0.72,0.99,0.87
WO-00319,EQ-0050,Electric Motor,Plant A - Line 2,2023-03-21,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,123.0,2.0,0.5,O-ring set,0.688,0.43,0.69,0.86,0.79
WO-00320,EQ-0002,Heat Exchanger,Utilities Block,2022-01-13,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,,6.4,0.2,Bearing 6205-2RS,0.705,0.39,0.86,0.63,0.96
WO-00321,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-01-25,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, metal particles found in oil sample, bearing degradation confirmed",bearing_wear,5,Electrical Fault,Medium,99.0,2.8,2.8,None - monitoring,0.822,0.78,0.83,0.95,0.7
WO-00322,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-12-05,"Dynamic seal failure suspected, pressure drop of 7% noted in system",seal_leak,7,Cluster 7,Medium,74.0,5.9,0.9,Coupling insert,0.809,0.95,0.89,0.86,0.45
WO-00323,EQ-0001,Air Compressor,Plant A - Line 1,2023-06-30,"Lubricant contamination detected, water content 35% above limit. Additionally, grease nipple blocked, bearing running dry for estimated 29 days",lubrication,2,Mechanical Seal Leak,Low,59.0,6.5,5.7,Capacitor 40µF,0.802,0.7,0.82,0.87,0.82
WO-00324,EQ-0016,Air Compressor,Warehouse C,2023-03-08,"Cooling fan obstructed by debris, motor surface temperature 119°C",overheating,2,Mechanical Seal Leak,High,58.0,1.4,0.3,None - monitoring,0.712,0.81,0.82,0.71,0.43
WO-00325,EQ-0007,Heat Exchanger,Utilities Block,2022-01-12,"Insulation resistance measured at 6 MΩ, below 100 MΩ minimum. Additionally, earth leakage current 16.7ma detected, isolation check required",electrical_fault,5,Electrical Fault,High,109.0,11.0,14.5,Oil filter + 5L oil,0.788,0.94,0.7,0.85,0.65
WO-00326,EQ-0011,Cooling Tower,Plant A - Line 1,2022-11-17,"Mechanical seal leaking at shaft interface, fluid loss approx 107 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,,6.8,3.9,Coupling insert,0.571,0.75,0.52,0.55,0.45
WO-00327,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-03-29,"Rust deposits blocking strainer, pressure differential 11 PSI across filter",corrosion,4,Lubrication Issue,Low,,9.3,7.9,Bearing 6205-2RS,0.581,0.33,0.46,0.65,0.99
WO-00328,EQ-0049,Cooling Tower,Utilities Block,2023-05-04,"Seal face wear visible during inspection, scoring on stationary ring",seal_leak,7,Cluster 7,Medium,10.0,5.0,1.1,Mechanical seal kit,0.769,0.92,0.46,0.86,0.93
WO-00329,EQ-0044,Electric Motor,Plant B - Line 1,2023-12-01,"Capacitor bank showing reduced capacitance, power factor 0.68 below target",electrical_fault,2,Mechanical Seal Leak,High,54.0,16.0,14.6,Impeller,0.554,0.37,0.41,0.88,0.59
WO-00330,EQ-0006,Gearbox,Warehouse C,2023-03-29,"Structural resonance observed at 1450 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,,2.7,0.5,Impeller,0.716,0.33,0.92,0.7,0.91
WO-00331,EQ-0044,Electric Motor,Plant B - Line 1,2023-04-23,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient. Additionally, lubricant contamination detected, water content 29% above limit",bearing_wear,12,Cluster 12,Medium,137.0,14.5,10.1,O-ring set,0.9,0.81,0.95,0.96,0.86
WO-00332,EQ-0013,Electric Motor,Plant B - Line 1,2023-09-08,"Motor winding temperature reached 85°C, thermal protection triggered",overheating,2,Mechanical Seal Leak,High,,1.5,1.8,Impeller,0.571,0.45,0.53,0.51,0.86
WO-00333,EQ-0028,Air Compressor,Utilities Block,2022-12-17,"Hydraulic fluid leak at cylinder rod seal, 25 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,,5.1,1.5,Impeller,0.71,0.63,0.81,0.58,0.82
WO-00334,EQ-0023,Cooling Tower,Warehouse C,2022-06-01,"Wrong lubricant grade used during last service, compatibility issue",lubrication,6,Corrosion & Erosion,Low,82.0,2.3,3.3,Oil filter + 5L oil,0.648,0.66,0.4,0.73,0.9
WO-00335,EQ-0009,Cooling Tower,Plant A - Line 1,2023-01-08,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,79.0,8.3,10.8,Impeller,0.69,0.59,0.61,0.91,0.66
WO-00336,EQ-0049,Cooling Tower,Utilities Block,2022-04-12,"Oil seepage observed around pump casing seal, minor pooling on floor",seal_leak,9,Cluster 9,Medium,,13.0,2.0,None - monitoring,0.696,0.37,0.85,0.81,0.73
WO-00337,EQ-0041,Conveyor Belt,Plant A - Line 1,2023-02-27,"Compressor discharge temperature 116°C, intercooler bypass suspected",overheating,2,Mechanical Seal Leak,High,,10.5,12.4,Bearing 6205-2RS,0.8,0.96,0.87,0.75,0.56
WO-00338,EQ-0043,Air Compressor,Plant A - Line 1,2022-11-22,"O-ring compression set failure, intermittent leak under high pressure. Additionally, motor winding resistance out of tolerance, possible turn-to-turn short",seal_leak,7,Cluster 7,Medium,112.0,4.1,4.4,Capacitor 40µF,0.667,0.38,0.75,0.7,0.86
WO-00339,EQ-0017,Electric Motor,Plant A - Line 2,2023-04-10,Internal corrosion found on heat exchanger tubes during inspection,corrosion,8,Cluster 8,Low,,12.6,3.5,Oil filter + 5L oil,0.771,0.44,0.9,0.86,0.88
WO-00340,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-11-18,"Corrosion under insulation (CUI) suspected on horizontal pipe section. Additionally, impeller damage suspected, broadband vibration increase 5.3 mm/s",corrosion,10,Cluster 10,Low,,7.5,1.8,Bearing 6205-2RS,0.86,0.93,0.8,0.82,0.91
WO-00341,EQ-0008,Heat Exchanger,Plant A - Line 2,2023-01-09,"Oil analysis shows high iron content 312 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,56.0,1.0,0.2,O-ring set,0.696,0.49,0.69,0.98,0.61
WO-00342,EQ-0036,Gearbox,Plant A - Line 1,2022-11-16,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,53.0,15.3,11.2,None - monitoring,0.605,0.72,0.56,0.66,0.46
WO-00343,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-08-07,"Compressor discharge temperature 87°C, intercooler bypass suspected. Additionally, o-ring compression set failure, intermittent leak under high pressure",overheating,7,Cluster 7,High,83.0,14.4,12.1,Oil filter + 5L oil,0.648,0.72,0.72,0.55,0.57
WO-00344,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-05-08,"Automatic lubrication system failed, manual greasing required",lubrication,12,Cluster 12,Low,154.0,5.6,3.2,Bearing 6205-2RS,0.792,0.5,0.79,0.93,0.99
WO-00345,EQ-0030,Gearbox,Plant A - Line 1,2023-02-14,"O-ring compression set failure, intermittent leak under high pressure",seal_leak,7,Cluster 7,Medium,81.0,8.2,0.6,Impeller,0.818,0.65,0.78,0.96,0.91
WO-00346,EQ-0040,Gearbox,Plant A - Line 1,2022-09-23,"Bearing temperature elevated to 68°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,1.2,0.1,Mechanical seal kit,0.714,0.48,0.81,0.9,0.63
WO-00347,EQ-0045,Heat Exchanger,Utilities Block,2023-05-10,"Bearing temperature elevated to 102°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,68.0,12.4,13.2,Capacitor 40µF,0.772,0.88,0.55,0.82,0.91
WO-00348,EQ-0045,Heat Exchanger,Utilities Block,2022-11-16,"Bearing play exceeding tolerance, axial movement of 0.61mm observed",bearing_wear,11,Cluster 11,Medium,,10.7,13.6,O-ring set,0.73,0.45,0.62,0.99,0.92
WO-00349,EQ-0033,Centrifugal Pump,Warehouse C,2023-01-14,"Seal face wear visible during inspection, scoring on stationary ring. Additionally, chemical attack on pump impeller, material loss estimated 27%",seal_leak,7,Cluster 7,Medium,167.0,6.4,8.9,Oil filter + 5L oil,0.572,0.43,0.51,0.64,0.76
WO-00350,EQ-0034,Air Compressor,Plant B - Line 1,2023-02-19,Electrical cabinet temperature 68°C due to failed ventilation fan,overheating,2,Mechanical Seal Leak,High,26.0,3.9,4.8,Impeller,0.652,0.44,0.87,0.67,0.57
WO-00351,EQ-0039,Hydraulic Press,Plant B - Line 3,2022-01-18,"Mechanical seal leaking at shaft interface, fluid loss approx 127 ml/hr. Additionally, structural resonance observed at 3000 rpm, bolts found loose on baseplate",seal_leak,1,Vibration & Imbalance,Medium,75.0,13.4,10.6,O-ring set,0.693,0.84,0.46,0.9,0.6
WO-00352,EQ-0032,Electric Motor,Plant A - Line 2,2023-10-18,"VFD fault code F85 logged, overcurrent on deceleration",electrical_fault,7,Cluster 7,High,106.0,13.8,13.6,Coupling insert,0.741,0.65,0.55,0.87,0.98
WO-00353,EQ-0024,Heat Exchanger,Warehouse C,2022-10-10,"Mechanical seal leaking at shaft interface, fluid loss approx 75 ml/hr",seal_leak,1,Vibration & Imbalance,Medium,11.0,9.5,10.0,Mechanical seal kit,0.772,0.6,0.67,0.98,0.88
WO-00354,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-07-29,"Unusual noise detected in bearing housing, suspected wear on inner race. Additionally, gearbox oil temperature 102°c, possible cooler blockage",bearing_wear,5,Electrical Fault,Medium,23.0,11.6,2.5,None - monitoring,0.601,0.71,0.45,0.61,0.68
WO-00355,EQ-0023,Cooling Tower,Warehouse C,2022-09-14,"Hydraulic fluid leak at cylinder rod seal, 71 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,142.0,3.6,1.6,Impeller,0.726,0.68,0.63,0.94,0.66
WO-00356,EQ-0009,Cooling Tower,Plant A - Line 1,2022-05-24,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,,5.2,1.9,Coupling insert,0.628,0.39,0.73,0.78,0.58
WO-00357,EQ-0049,Cooling Tower,Utilities Block,2023-05-09,Internal corrosion found on heat exchanger tubes during inspection,corrosion,8,Cluster 8,Low,,13.9,2.5,Capacitor 40µF,0.582,0.82,0.43,0.6,0.49
WO-00358,EQ-0048,Cooling Tower,Plant B - Line 3,2023-09-20,"Lubricant contamination detected, water content 24% above limit. Additionally, bearing temperature elevated to 78°c during operation, vibration increasing",lubrication,2,Mechanical Seal Leak,Low,,13.8,12.8,O-ring set,0.726,0.75,0.51,0.91,0.79
WO-00359,EQ-0011,Cooling Tower,Plant A - Line 1,2022-06-01,Belt tension incorrect causing vibration and premature wear,vibration,0,Bearing Wear & Noise,Medium,118.0,2.4,1.4,Oil filter + 5L oil,0.658,0.32,0.79,0.83,0.67
WO-00360,EQ-0023,Cooling Tower,Warehouse C,2023-08-13,"Grease nipple blocked, bearing running dry for estimated 13 days. Additionally, corrosion under insulation (cui) suspected on horizontal pipe section",lubrication,10,Cluster 10,Low,,8.4,8.3,O-ring set,0.77,0.79,0.75,0.79,0.75
WO-00361,EQ-0026,Cooling Tower,Warehouse C,2023-01-29,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,,7.0,0.7,Oil filter + 5L oil,0.675,0.38,0.91,0.54,0.86
WO-00362,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-06-26,"Excessive vibration on pump casing, amplitude 13.2 mm/s at 1000 RPM",vibration,9,Cluster 9,Medium,,3.5,3.1,Contactor 3RT2,0.521,0.32,0.48,0.5,0.86
WO-00363,EQ-0037,Gearbox,Warehouse C,2022-03-10,"Excessive vibration on pump casing, amplitude 13.7 mm/s at 1000 RPM",vibration,9,Cluster 9,Medium,161.0,6.3,0.7,O-ring set,0.634,0.85,0.58,0.56,0.54
WO-00364,EQ-0039,Hydraulic Press,Plant B - Line 3,2023-02-13,"Excessive vibration on pump casing, amplitude 6.6 mm/s at 750 RPM",vibration,9,Cluster 9,Medium,,9.0,12.0,Impeller,0.828,0.96,0.99,0.83,0.42
WO-00365,EQ-0027,Gearbox,Warehouse C,2023-05-05,"Dynamic seal failure suspected, pressure drop of 8% noted in system. Additionally, cavitation noise and vibration in pump, inlet pressure below npsh",seal_leak,4,Lubrication Issue,Medium,59.0,0.8,0.1,Capacitor 40µF,0.664,0.73,0.63,0.84,0.41
WO-00366,EQ-0031,Heat Exchanger,Warehouse C,2022-09-01,Grease discolouration and hardening noted around bearing cap,bearing_wear,2,Mechanical Seal Leak,Medium,151.0,0.7,0.4,Bearing 6205-2RS,0.764,0.99,0.41,0.86,0.89
WO-00367,EQ-0005,Electric Motor,Utilities Block,2022-07-30,"Bearing play exceeding tolerance, axial movement of 0.78mm observed",bearing_wear,11,Cluster 11,Medium,92.0,14.4,18.5,Oil filter + 5L oil,0.822,0.96,0.87,0.65,0.79
WO-00368,EQ-0034,Air Compressor,Plant B - Line 1,2023-01-17,"Oil analysis shows high iron content 206 ppm, internal wear indicated",lubrication,11,Cluster 11,Low,,12.7,0.7,Impeller,0.668,0.75,0.67,0.56,0.7
WO-00369,EQ-0003,Cooling Tower,Plant A - Line 1,2023-06-30,"Lip seal deteriorated, grease escaping from gearbox output shaft",seal_leak,2,Mechanical Seal Leak,Medium,79.0,1.0,1.1,Coupling insert,0.897,0.95,0.94,0.91,0.75
WO-00370,EQ-0049,Cooling Tower,Utilities Block,2023-06-16,"Bearing vibration amplitude 15.9 mm/s RMS, trending upward over last 6 days",bearing_wear,3,Overheating,Medium,98.0,7.7,11.5,O-ring set,0.728,0.94,0.57,0.84,0.56
WO-00371,EQ-0016,Air Compressor,Warehouse C,2022-07-03,"Rust deposits blocking strainer, pressure differential 14 PSI across filter",corrosion,4,Lubrication Issue,Low,5.0,7.3,5.1,Impeller,0.731,0.75,0.73,0.7,0.75
WO-00372,EQ-0006,Gearbox,Warehouse C,2022-12-28,"Lip seal deteriorated, grease escaping from gearbox output shaft. Additionally, bearing temperature elevated to 108°c during operation, vibration increasing",seal_leak,2,Mechanical Seal Leak,Medium,12.0,9.8,5.1,Capacitor 40µF,0.64,0.61,0.71,0.62,0.6
WO-00373,EQ-0024,Heat Exchanger,Warehouse C,2023-09-29,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,95.0,1.2,1.7,Bearing 6205-2RS,0.582,0.37,0.53,0.66,0.83
WO-00374,EQ-0048,Cooling Tower,Plant B - Line 3,2023-07-16,"Cavitation noise and vibration in pump, inlet pressure below NPSH",vibration,4,Lubrication Issue,Medium,,8.9,1.6,Bearing 6205-2RS,0.728,0.72,0.8,0.76,0.59
WO-00375,EQ-0013,Electric Motor,Plant B - Line 1,2023-06-02,"Rust deposits blocking strainer, pressure differential 28 PSI across filter",corrosion,4,Lubrication Issue,Low,93.0,10.6,9.6,None - monitoring,0.824,0.46,0.9,0.99,0.96
WO-00376,EQ-0016,Air Compressor,Warehouse C,2022-07-04,"Galvanic corrosion at dissimilar metal joint, wall thickness reduced",corrosion,10,Cluster 10,Low,,0.7,0.1,Capacitor 40µF,0.726,0.8,0.68,0.55,0.92
WO-00377,EQ-0028,Air Compressor,Utilities Block,2023-08-29,"Bearing temperature elevated to 69°C during operation, vibration increasing",bearing_wear,2,Mechanical Seal Leak,Medium,,2.2,2.4,Coupling insert,0.898,0.96,0.95,0.82,0.84
WO-00378,EQ-0028,Air Compressor,Utilities Block,2022-11-23,"Seal face wear visible during inspection, scoring on stationary ring. Additionally, chemical attack on pump impeller, material loss estimated 26%",seal_leak,7,Cluster 7,Medium,,15.3,1.0,None - monitoring,0.684,0.66,0.75,0.81,0.46
WO-00379,EQ-0019,Centrifugal Pump,Plant B - Line 1,2022-06-22,"High-pitched squealing noise from bearing assembly, lubrication appears insufficient",bearing_wear,12,Cluster 12,Medium,11.0,15.4,12.5,Bearing 6205-2RS,0.711,0.64,0.89,0.68,0.57
WO-00380,EQ-0037,Gearbox,Warehouse C,2022-03-22,"Overheating on drive-end bearing, infrared scan shows hot spot at 98°C",overheating,11,Cluster 11,High,,3.9,0.4,Capacitor 40µF,0.711,0.53,0.67,0.87,0.8
WO-00381,EQ-0005,Electric Motor,Utilities Block,2022-08-14,"Contactor pitting observed, intermittent contact causing voltage dips",electrical_fault,0,Bearing Wear & Noise,High,,4.6,1.0,Impeller,0.71,0.5,0.52,0.94,0.97
WO-00382,EQ-0047,Air Compressor,Utilities Block,2023-11-04,"Insulation resistance measured at 27 MΩ, below 100 MΩ minimum",electrical_fault,10,Cluster 10,High,,14.1,17.8,Impeller,0.74,0.64,0.78,0.8,0.73
WO-00383,EQ-0019,Centrifugal Pump,Plant B - Line 1,2023-05-11,"Unusual noise detected in bearing housing, suspected wear on inner race",bearing_wear,5,Electrical Fault,Medium,,13.9,12.5,Bearing 6205-2RS,0.744,0.5,0.7,0.94,0.87
WO-00384,EQ-0004,Electric Motor,Warehouse C,2023-08-10,"Misalignment between motor and gearbox shaft, 8.6 mm/s 2X vibration",vibration,2,Mechanical Seal Leak,Medium,,8.8,10.3,Coupling insert,0.64,0.39,0.72,0.98,0.41
WO-00385,EQ-0025,Centrifugal Pump,Plant A - Line 1,2022-06-15,"Bearing vibration amplitude 14.3 mm/s RMS, trending upward over last 38 days",bearing_wear,3,Overheating,Medium,,5.6,1.8,Bearing 6205-2RS,0.54,0.33,0.41,0.97,0.46
WO-00386,EQ-0026,Cooling Tower,Warehouse C,2022-10-04,"Surface corrosion on pipe flanges, pitting depth approx 0.78mm",corrosion,10,Cluster 10,Low,,1.7,1.3,Bearing 6205-2RS,0.646,0.31,0.9,0.8,0.49
WO-00387,EQ-0048,Cooling Tower,Plant B - Line 3,2022-04-06,"Structural resonance observed at 750 RPM, bolts found loose on baseplate",vibration,2,Mechanical Seal Leak,Medium,105.0,9.2,6.7,Capacitor 40µF,0.556,0.47,0.41,0.75,0.64
WO-00388,EQ-0024,Heat Exchanger,Warehouse C,2022-04-08,Corrosion under insulation (CUI) suspected on horizontal pipe section,corrosion,10,Cluster 10,Low,54.0,13.9,10.2,Mechanical seal kit,0.682,0.4,0.77,0.74,0.83
WO-00389,EQ-0037,Gearbox,Warehouse C,2023-07-13,"Surface corrosion on pipe flanges, pitting depth approx 1.28mm",corrosion,10,Cluster 10,Low,167.0,4.2,2.9,Capacitor 40µF,0.832,0.69,0.84,0.87,0.95
WO-00390,EQ-0028,Air Compressor,Utilities Block,2023-07-15,"Motor winding resistance out of tolerance, possible turn-to-turn short",electrical_fault,11,Cluster 11,High,3.0,5.1,3.3,Oil filter + 5L oil,0.729,0.67,0.77,0.69,0.79
WO-00391,EQ-0010,Hydraulic Press,Plant A - Line 1,2023-05-01,"Hydraulic fluid leak at cylinder rod seal, 137 ml/hr estimated loss",seal_leak,8,Cluster 8,Medium,107.0,3.3,2.3,Oil filter + 5L oil,0.627,0.79,0.52,0.55,0.68
WO-00392,EQ-0007,Heat Exchanger,Utilities Block,2022-09-18,"Bearing play exceeding tolerance, axial movement of 0.48mm observed",bearing_wear,11,Cluster 11,Medium,165.0,10.7,1.2,Mechanical seal kit,0.623,0.81,0.57,0.63,0.46
WO-00393,EQ-0034,Air Compressor,Plant B - Line 1,2022-05-01,"Impeller damage suspected, broadband vibration increase 14.4 mm/s. Additionally, wrong lubricant grade used during last service, compatibility issue",vibration,6,Corrosion & Erosion,Medium,101.0,6.3,3.6,Coupling insert,0.722,0.52,0.71,0.77,0.93
